id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
10046,11.0,Yes,0.0,0.0,Yes,0.0,1.0,Introvert
10047,6.0,Yes,1.0,0.0,Yes,15.0,1.0,Introvert
10048,1.0,No,6.0,4.0,No,7.0,8.0,Extrovert
10049,,Yes,1.0,1.0,Yes,4.0,1.0,Introvert
10050,6.0,Yes,2.0,3.0,Yes,4.0,2.0,Introvert
10051,1.0,No,8.0,7.0,No,7.0,8.0,Extrovert
10052,2.0,No,4.0,5.0,No,12.0,5.0,Extrovert
10053,1.0,No,4.0,6.0,No,15.0,6.0,Extrovert
10054,,No,8.0,6.0,No,12.0,9.0,Extrovert
10055,1.0,,8.0,6.0,No,12.0,6.0,Extrovert
10056,2.0,No,10.0,4.0,No,15.0,5.0,Extrovert
10057,1.0,No,9.0,6.0,No,12.0,3.0,Extrovert
10058,,No,5.0,5.0,No,6.0,3.0,Extrovert
10059,2.0,No,,6.0,No,10.0,8.0,Extrovert
10060,1.0,No,7.0,3.0,No,7.0,6.0,Extrovert
10061,0.0,No,8.0,4.0,No,12.0,9.0,Extrovert
10062,2.0,No,5.0,7.0,No,11.0,5.0,Extrovert
10063,3.0,No,9.0,5.0,No,,7.0,Extrovert
10064,2.0,No,4.0,3.0,No,7.0,3.0,Extrovert
10065,3.0,No,9.0,4.0,No,8.0,4.0,Extrovert
10066,1.0,No,4.0,4.0,No,8.0,3.0,Extrovert
10067,7.0,Yes,3.0,,Yes,4.0,0.0,Introvert
10068,3.0,No,5.0,6.0,No,14.0,8.0,Extrovert
10069,5.0,Yes,2.0,2.0,Yes,3.0,3.0,Introvert
10070,1.0,No,6.0,5.0,No,12.0,6.0,Extrovert
10071,2.0,No,9.0,7.0,No,15.0,4.0,Extrovert
10072,2.0,No,5.0,6.0,No,12.0,,Extrovert
10073,1.0,,5.0,5.0,No,14.0,5.0,Extrovert
10074,11.0,Yes,0.0,2.0,Yes,1.0,0.0,Introvert
10075,8.0,Yes,3.0,2.0,Yes,4.0,3.0,Introvert
10076,11.0,Yes,3.0,2.0,,3.0,2.0,Introvert
10077,11.0,Yes,3.0,1.0,,5.0,2.0,Introvert
10078,3.0,No,3.0,5.0,No,13.0,4.0,Extrovert
10079,1.0,No,6.0,5.0,No,4.0,8.0,Extrovert
10080,5.0,Yes,2.0,,Yes,,0.0,Extrovert
10081,2.0,No,7.0,5.0,,6.0,5.0,Extrovert
10082,10.0,Yes,1.0,2.0,Yes,1.0,3.0,Introvert
10083,0.0,No,4.0,4.0,No,,4.0,Extrovert
10084,3.0,No,6.0,6.0,No,9.0,4.0,Extrovert
10085,6.0,,3.0,0.0,Yes,5.0,2.0,Introvert
10086,1.0,No,6.0,3.0,No,10.0,5.0,Extrovert
10087,7.0,,3.0,3.0,Yes,0.0,0.0,Introvert
10088,2.0,No,4.0,7.0,No,8.0,,Extrovert
10089,3.0,,9.0,5.0,,6.0,6.0,Extrovert
10090,5.0,Yes,0.0,2.0,Yes,,2.0,Introvert
10091,2.0,No,9.0,5.0,No,7.0,9.0,Extrovert
10092,0.0,No,8.0,6.0,,8.0,8.0,Extrovert
10093,,No,6.0,4.0,No,9.0,10.0,Extrovert
10094,5.0,,2.0,2.0,Yes,5.0,1.0,Introvert
10095,3.0,No,7.0,4.0,No,11.0,5.0,Extrovert
10096,,No,8.0,6.0,No,8.0,,Extrovert
10097,10.0,Yes,1.0,1.0,Yes,1.0,3.0,Introvert
10098,0.0,No,4.0,4.0,No,14.0,5.0,Extrovert
10099,0.0,No,8.0,5.0,No,13.0,5.0,Extrovert
10100,1.0,No,6.0,4.0,No,,7.0,Extrovert
10101,11.0,Yes,1.0,0.0,,1.0,0.0,Introvert
10102,0.0,No,8.0,7.0,,14.0,9.0,Extrovert
10103,1.0,No,5.0,7.0,No,12.0,7.0,Extrovert
10104,0.0,No,7.0,6.0,No,6.0,,Extrovert
10105,2.0,No,3.0,5.0,No,13.0,9.0,Extrovert
10106,1.0,No,8.0,5.0,No,4.0,8.0,Extrovert
10107,11.0,,3.0,2.0,Yes,5.0,2.0,Introvert
10108,5.0,Yes,0.0,3.0,Yes,0.0,1.0,Introvert
10109,3.0,No,4.0,6.0,No,7.0,5.0,Extrovert
10110,4.0,,0.0,1.0,Yes,3.0,2.0,Introvert
10111,3.0,No,10.0,5.0,No,13.0,7.0,Extrovert
10112,4.0,No,4.0,5.0,No,4.0,7.0,Extrovert
10113,0.0,No,6.0,6.0,No,15.0,5.0,Extrovert
10114,0.0,No,,5.0,No,7.0,8.0,Extrovert
10115,10.0,Yes,1.0,3.0,Yes,2.0,1.0,Introvert
10116,,No,7.0,3.0,No,10.0,3.0,Extrovert
10117,3.0,,4.0,5.0,No,4.0,9.0,Extrovert
10118,9.0,Yes,3.0,1.0,,1.0,0.0,Introvert
10119,2.0,No,5.0,4.0,,11.0,4.0,Extrovert
10120,0.0,No,3.0,7.0,No,7.0,4.0,Introvert
10121,2.0,No,7.0,3.0,No,6.0,,Extrovert
10122,0.0,No,5.0,6.0,No,5.0,,Extrovert
10123,,No,7.0,6.0,No,9.0,4.0,Extrovert
10124,4.0,No,7.0,3.0,No,12.0,7.0,Extrovert
10125,4.0,No,5.0,6.0,No,8.0,3.0,Extrovert
10126,,No,8.0,5.0,No,11.0,8.0,Extrovert
10127,3.0,No,10.0,5.0,No,11.0,3.0,Extrovert
10128,0.0,No,7.0,4.0,No,4.0,7.0,Extrovert
10129,1.0,No,6.0,6.0,No,7.0,10.0,Extrovert
10130,3.0,No,6.0,3.0,No,13.0,6.0,Extrovert
10131,0.0,No,6.0,7.0,No,11.0,6.0,Extrovert
10132,0.0,No,5.0,,No,11.0,5.0,Extrovert
10133,11.0,Yes,0.0,1.0,Yes,,1.0,Introvert
10134,4.0,Yes,3.0,2.0,Yes,2.0,2.0,Introvert
10135,10.0,Yes,1.0,1.0,,4.0,0.0,Introvert
10136,3.0,No,9.0,5.0,No,15.0,8.0,Extrovert
10137,1.0,,6.0,5.0,No,5.0,6.0,Extrovert
10138,1.0,No,7.0,,No,6.0,9.0,Extrovert
10139,2.0,No,6.0,3.0,No,12.0,10.0,Extrovert
10140,2.0,No,,6.0,No,7.0,6.0,Extrovert
10141,2.0,No,4.0,7.0,No,5.0,3.0,Extrovert
10142,1.0,No,4.0,6.0,No,10.0,9.0,Extrovert
10143,0.0,No,5.0,6.0,No,8.0,3.0,Extrovert
10144,1.0,No,6.0,6.0,No,15.0,4.0,Extrovert
10145,3.0,No,6.0,6.0,No,3.0,4.0,Extrovert
10146,5.0,Yes,0.0,3.0,Yes,1.0,2.0,Introvert
10147,0.0,No,4.0,6.0,No,8.0,5.0,Extrovert
10148,1.0,No,10.0,6.0,No,13.0,8.0,Extrovert
10149,8.0,Yes,1.0,2.0,,1.0,2.0,Extrovert
10150,2.0,No,6.0,3.0,No,15.0,3.0,Extrovert
10151,3.0,No,8.0,3.0,No,6.0,8.0,Extrovert
10152,,Yes,1.0,2.0,,3.0,2.0,Introvert
10153,3.0,No,5.0,6.0,No,13.0,8.0,Extrovert
10154,3.0,No,8.0,6.0,No,,3.0,Extrovert
10155,0.0,No,4.0,6.0,No,15.0,6.0,Extrovert
10156,1.0,No,4.0,3.0,No,11.0,5.0,Extrovert
10157,0.0,,6.0,5.0,No,13.0,9.0,Extrovert
10158,5.0,Yes,1.0,0.0,,4.0,1.0,Introvert
10159,2.0,No,9.0,6.0,No,4.0,9.0,Extrovert
10160,1.0,No,9.0,5.0,No,13.0,9.0,Extrovert
10161,3.0,No,8.0,7.0,No,11.0,6.0,Extrovert
10162,1.0,No,5.0,4.0,No,4.0,5.0,Extrovert
10163,3.0,No,7.0,4.0,No,13.0,5.0,Extrovert
10164,2.0,No,10.0,5.0,No,9.0,5.0,Introvert
10165,1.0,No,8.0,7.0,No,4.0,7.0,Extrovert
10166,3.0,No,5.0,7.0,No,8.0,5.0,Extrovert
10167,0.0,No,,7.0,No,13.0,6.0,Extrovert
10168,1.0,No,5.0,5.0,No,5.0,5.0,Extrovert
10169,0.0,No,6.0,5.0,No,14.0,8.0,Introvert
10170,3.0,No,7.0,3.0,No,6.0,3.0,Extrovert
10171,7.0,Yes,,1.0,Yes,3.0,1.0,Introvert
10172,3.0,No,6.0,4.0,No,15.0,3.0,Extrovert
10173,3.0,No,7.0,4.0,No,15.0,9.0,Extrovert
10174,2.0,No,8.0,6.0,No,8.0,4.0,Extrovert
10175,2.0,No,6.0,4.0,No,8.0,10.0,Extrovert
10176,1.0,No,9.0,4.0,,12.0,10.0,Extrovert
10177,7.0,Yes,3.0,,Yes,2.0,2.0,Introvert
10178,2.0,No,6.0,3.0,,6.0,8.0,Extrovert
10179,10.0,Yes,2.0,1.0,Yes,5.0,1.0,Introvert
10180,1.0,No,7.0,4.0,,5.0,5.0,Extrovert
10181,1.0,No,8.0,6.0,No,7.0,3.0,Extrovert
10182,0.0,No,7.0,6.0,No,13.0,3.0,Extrovert
10183,0.0,No,6.0,5.0,No,6.0,6.0,Extrovert
10184,9.0,Yes,1.0,1.0,,0.0,1.0,Introvert
10185,10.0,Yes,4.0,0.0,Yes,1.0,2.0,Introvert
10186,2.0,No,4.0,5.0,No,10.0,3.0,Extrovert
10187,0.0,No,4.0,7.0,No,9.0,9.0,Extrovert
10188,1.0,No,7.0,5.0,No,4.0,8.0,Extrovert
10189,0.0,No,8.0,4.0,No,9.0,9.0,Extrovert
10190,2.0,No,9.0,4.0,No,5.0,5.0,Extrovert
10191,2.0,No,5.0,3.0,No,6.0,4.0,Extrovert
10192,3.0,No,5.0,4.0,No,6.0,9.0,Extrovert
10193,11.0,Yes,0.0,3.0,Yes,2.0,1.0,Introvert
10194,,No,4.0,4.0,No,8.0,4.0,Extrovert
10195,0.0,No,4.0,7.0,No,7.0,8.0,Extrovert
10196,1.0,No,8.0,7.0,No,5.0,8.0,Extrovert
10197,4.0,,1.0,2.0,Yes,3.0,0.0,Introvert
10198,2.0,No,7.0,7.0,No,9.0,3.0,Extrovert
10199,0.0,No,4.0,3.0,No,15.0,9.0,Extrovert
10200,0.0,No,4.0,7.0,No,10.0,9.0,Extrovert
10201,2.0,No,5.0,5.0,No,6.0,7.0,Extrovert
10202,0.0,,9.0,6.0,No,12.0,7.0,Extrovert
10203,0.0,No,,4.0,No,8.0,9.0,Extrovert
10204,8.0,,2.0,1.0,Yes,4.0,2.0,Introvert
10205,2.0,No,8.0,3.0,No,10.0,7.0,Extrovert
10206,3.0,No,5.0,5.0,No,11.0,6.0,Extrovert
10207,2.0,No,7.0,3.0,No,5.0,4.0,Extrovert
10208,10.0,Yes,3.0,0.0,Yes,4.0,0.0,Introvert
10209,,No,9.0,5.0,No,15.0,5.0,Extrovert
10210,2.0,No,9.0,7.0,No,9.0,8.0,Extrovert
10211,3.0,No,6.0,4.0,No,13.0,7.0,Extrovert
10212,0.0,No,7.0,5.0,No,12.0,6.0,Extrovert
10213,4.0,No,6.0,6.0,No,14.0,5.0,Extrovert
10214,3.0,No,6.0,5.0,,14.0,,Extrovert
10215,2.0,No,5.0,3.0,No,9.0,6.0,Extrovert
10216,4.0,Yes,,2.0,Yes,2.0,,Introvert
10217,4.0,Yes,5.0,2.0,Yes,1.0,1.0,Introvert
10218,3.0,No,10.0,6.0,No,7.0,7.0,Extrovert
10219,3.0,No,,3.0,No,11.0,7.0,Extrovert
10220,2.0,No,5.0,3.0,No,,9.0,Extrovert
10221,,No,3.0,4.0,No,5.0,6.0,Extrovert
10222,0.0,No,8.0,7.0,No,15.0,5.0,Extrovert
10223,1.0,No,6.0,3.0,No,13.0,6.0,Extrovert
10224,2.0,No,3.0,4.0,No,15.0,7.0,Extrovert
10225,4.0,No,7.0,6.0,No,6.0,7.0,Extrovert
10226,5.0,Yes,,2.0,Yes,5.0,1.0,Introvert
10227,1.0,No,8.0,5.0,No,4.0,9.0,Extrovert
10228,3.0,No,6.0,6.0,No,9.0,,Extrovert
10229,0.0,No,4.0,5.0,No,6.0,6.0,Extrovert
10230,6.0,Yes,1.0,,Yes,3.0,2.0,Introvert
10231,0.0,No,4.0,7.0,No,14.0,,Extrovert
10232,0.0,No,4.0,4.0,No,,3.0,Extrovert
10233,11.0,Yes,,0.0,Yes,4.0,2.0,Introvert
10234,2.0,No,9.0,3.0,No,4.0,4.0,Extrovert
10235,,No,5.0,5.0,No,8.0,3.0,Extrovert
10236,1.0,No,,4.0,No,12.0,5.0,Extrovert
10237,0.0,,10.0,5.0,No,8.0,5.0,Extrovert
10238,0.0,No,6.0,5.0,,7.0,8.0,Extrovert
10239,2.0,No,6.0,7.0,No,11.0,7.0,Extrovert
10240,2.0,,8.0,5.0,No,9.0,7.0,Extrovert
10241,4.0,Yes,0.0,2.0,,4.0,1.0,Introvert
10242,1.0,No,4.0,6.0,,14.0,9.0,Extrovert
10243,5.0,No,8.0,5.0,No,15.0,3.0,Introvert
10244,1.0,No,8.0,5.0,No,9.0,5.0,Extrovert
10245,1.0,No,5.0,3.0,No,9.0,5.0,Extrovert
10246,6.0,Yes,1.0,3.0,Yes,5.0,3.0,Introvert
10247,,No,7.0,5.0,No,11.0,7.0,Extrovert
10248,3.0,No,6.0,3.0,No,6.0,8.0,Extrovert
10249,3.0,No,8.0,7.0,No,10.0,10.0,Extrovert
10250,5.0,Yes,3.0,3.0,Yes,2.0,1.0,Introvert
10251,,No,5.0,7.0,No,12.0,6.0,Extrovert
10252,3.0,No,4.0,4.0,No,15.0,5.0,Extrovert
10253,6.0,Yes,2.0,,Yes,3.0,2.0,Introvert
10254,3.0,No,8.0,7.0,No,12.0,7.0,Introvert
10255,0.0,No,4.0,6.0,,11.0,4.0,Extrovert
10256,0.0,No,3.0,6.0,No,10.0,3.0,Extrovert
10257,1.0,No,5.0,3.0,No,6.0,9.0,Extrovert
10258,3.0,No,9.0,,No,10.0,7.0,Extrovert
10259,1.0,No,6.0,,No,14.0,9.0,Extrovert
10260,0.0,No,5.0,7.0,No,4.0,9.0,Extrovert
10261,5.0,Yes,2.0,,Yes,5.0,1.0,Introvert
10262,3.0,No,5.0,4.0,No,8.0,10.0,Extrovert
10263,,No,6.0,4.0,No,7.0,4.0,Extrovert
10264,7.0,Yes,2.0,2.0,,3.0,0.0,Introvert
10265,9.0,Yes,5.0,0.0,Yes,3.0,0.0,Introvert
10266,10.0,Yes,3.0,2.0,Yes,10.0,0.0,Introvert
10267,,No,9.0,4.0,No,14.0,8.0,Extrovert
10268,,Yes,3.0,0.0,,3.0,0.0,Introvert
10269,1.0,No,6.0,3.0,No,9.0,5.0,Extrovert
10270,3.0,No,8.0,6.0,No,7.0,3.0,Extrovert
10271,5.0,Yes,,1.0,Yes,0.0,0.0,Introvert
10272,3.0,No,6.0,,No,13.0,5.0,Extrovert
10273,2.0,No,10.0,5.0,No,13.0,10.0,Extrovert
10274,2.0,No,8.0,6.0,No,5.0,4.0,Extrovert
10275,1.0,No,6.0,7.0,No,11.0,10.0,Extrovert
10276,0.0,,,4.0,No,7.0,5.0,Extrovert
10277,5.0,No,5.0,5.0,No,13.0,10.0,Extrovert
10278,8.0,Yes,3.0,1.0,,3.0,2.0,Introvert
10279,0.0,No,8.0,3.0,No,13.0,8.0,Extrovert
10280,1.0,No,5.0,7.0,No,14.0,10.0,Extrovert
10281,1.0,No,9.0,4.0,No,4.0,8.0,Extrovert
10282,0.0,No,,6.0,No,8.0,10.0,Introvert
10283,10.0,Yes,5.0,4.0,Yes,2.0,2.0,Introvert
10284,9.0,Yes,1.0,2.0,Yes,5.0,0.0,Introvert
10285,,No,8.0,3.0,No,6.0,7.0,Extrovert
10286,3.0,No,7.0,,No,8.0,4.0,Extrovert
10287,7.0,Yes,,1.0,Yes,1.0,2.0,Introvert
10288,2.0,No,4.0,6.0,No,9.0,3.0,Extrovert
10289,1.0,No,9.0,7.0,No,8.0,8.0,Extrovert
10290,1.0,No,,5.0,No,14.0,6.0,Extrovert
10291,2.0,No,9.0,5.0,No,15.0,5.0,Extrovert
10292,1.0,No,7.0,4.0,No,8.0,8.0,Extrovert
10293,1.0,No,7.0,3.0,No,7.0,8.0,Extrovert
10294,2.0,No,8.0,4.0,No,8.0,4.0,Extrovert
10295,2.0,No,6.0,5.0,No,13.0,5.0,Extrovert
10296,2.0,No,9.0,4.0,No,9.0,,Extrovert
10297,0.0,No,8.0,5.0,No,,5.0,Extrovert
10298,3.0,No,6.0,5.0,No,8.0,7.0,Extrovert
10299,3.0,No,5.0,4.0,No,14.0,6.0,Extrovert
10300,3.0,No,9.0,4.0,No,15.0,4.0,Extrovert
10301,6.0,Yes,,1.0,Yes,3.0,0.0,Introvert
10302,3.0,No,5.0,5.0,No,7.0,8.0,Extrovert
10303,,No,4.0,4.0,No,13.0,4.0,Extrovert
10304,11.0,No,1.0,1.0,Yes,2.0,1.0,Introvert
10305,2.0,No,9.0,5.0,No,9.0,7.0,Extrovert
10306,8.0,,0.0,0.0,Yes,2.0,1.0,Introvert
10307,3.0,No,9.0,6.0,No,12.0,9.0,Extrovert
10308,6.0,Yes,1.0,0.0,,4.0,1.0,Introvert
10309,0.0,No,9.0,5.0,No,11.0,,Extrovert
10310,10.0,Yes,3.0,0.0,Yes,4.0,2.0,Introvert
10311,3.0,No,9.0,4.0,No,11.0,9.0,Extrovert
10312,0.0,No,8.0,6.0,No,14.0,7.0,Extrovert
10313,6.0,Yes,3.0,0.0,,0.0,0.0,Introvert
10314,3.0,No,7.0,5.0,No,5.0,5.0,Extrovert
10315,0.0,No,6.0,5.0,No,15.0,8.0,Extrovert
10316,0.0,No,9.0,,No,8.0,8.0,Extrovert
10317,2.0,No,5.0,6.0,No,6.0,8.0,Extrovert
10318,1.0,No,4.0,4.0,No,12.0,7.0,Extrovert
10319,,No,7.0,5.0,No,9.0,3.0,Extrovert
10320,1.0,No,7.0,3.0,No,5.0,3.0,Extrovert
10321,3.0,No,4.0,7.0,No,9.0,7.0,Extrovert
10322,2.0,No,8.0,3.0,No,9.0,4.0,Extrovert
10323,0.0,No,,6.0,No,8.0,3.0,Extrovert
10324,3.0,No,,6.0,No,9.0,4.0,Extrovert
10325,5.0,Yes,3.0,4.0,Yes,2.0,2.0,Introvert
10326,3.0,No,8.0,6.0,No,7.0,7.0,Extrovert
10327,3.0,No,6.0,,No,9.0,8.0,Extrovert
10328,,Yes,,2.0,Yes,2.0,,Introvert
10329,3.0,No,10.0,4.0,No,,8.0,Extrovert
10330,3.0,No,4.0,7.0,No,10.0,7.0,Extrovert
10331,2.0,No,8.0,7.0,No,,6.0,Introvert
10332,8.0,,0.0,0.0,Yes,0.0,2.0,Introvert
10333,2.0,No,7.0,5.0,No,5.0,3.0,Extrovert
10334,6.0,,3.0,0.0,Yes,2.0,2.0,Introvert
10335,3.0,No,10.0,7.0,No,10.0,8.0,Extrovert
10336,3.0,No,8.0,,No,12.0,5.0,Extrovert
10337,0.0,No,9.0,5.0,No,4.0,3.0,Extrovert
10338,6.0,Yes,1.0,4.0,Yes,2.0,0.0,Introvert
10339,5.0,Yes,2.0,,Yes,1.0,2.0,Introvert
10340,1.0,No,4.0,7.0,No,8.0,8.0,Extrovert
10341,3.0,No,8.0,,No,6.0,7.0,Extrovert
10342,0.0,No,8.0,7.0,No,8.0,8.0,Extrovert
10343,1.0,No,4.0,,No,14.0,4.0,Extrovert
10344,2.0,No,5.0,7.0,No,15.0,9.0,Extrovert
10345,3.0,No,5.0,6.0,No,13.0,4.0,Extrovert
10346,1.0,No,5.0,7.0,No,11.0,4.0,Extrovert
10347,10.0,Yes,,2.0,Yes,1.0,2.0,Introvert
10348,2.0,No,7.0,7.0,No,15.0,3.0,Extrovert
10349,0.0,No,7.0,3.0,No,15.0,,Extrovert
10350,3.0,No,5.0,5.0,No,9.0,7.0,Extrovert
10351,1.0,No,7.0,7.0,No,13.0,,Extrovert
10352,9.0,Yes,3.0,,Yes,3.0,2.0,Introvert
10353,2.0,No,4.0,6.0,No,11.0,10.0,Extrovert
10354,0.0,No,10.0,4.0,No,15.0,4.0,Extrovert
10355,1.0,No,4.0,3.0,No,15.0,6.0,Extrovert
10356,2.0,Yes,3.0,0.0,Yes,5.0,0.0,Introvert
10357,4.0,No,8.0,4.0,No,12.0,7.0,Extrovert
10358,11.0,Yes,3.0,,Yes,5.0,,Introvert
10359,1.0,No,4.0,5.0,No,11.0,3.0,Extrovert
10360,2.0,No,5.0,4.0,No,12.0,,Extrovert
10361,1.0,No,,7.0,No,14.0,4.0,Extrovert
10362,0.0,No,6.0,7.0,No,11.0,7.0,Extrovert
10363,1.0,No,9.0,6.0,No,11.0,5.0,Extrovert
10364,1.0,No,7.0,,No,7.0,5.0,Extrovert
10365,11.0,Yes,0.0,3.0,Yes,1.0,1.0,Introvert
10366,1.0,No,7.0,3.0,No,14.0,7.0,Extrovert
10367,1.0,No,8.0,5.0,No,13.0,4.0,Extrovert
10368,2.0,No,7.0,5.0,No,9.0,4.0,Extrovert
10369,8.0,Yes,0.0,1.0,Yes,0.0,1.0,Introvert
10370,3.0,No,,4.0,No,10.0,4.0,Extrovert
10371,0.0,No,1.0,4.0,No,4.0,4.0,Extrovert
10372,3.0,No,7.0,5.0,No,7.0,4.0,Extrovert
10373,3.0,,6.0,7.0,No,6.0,4.0,Extrovert
10374,11.0,Yes,0.0,0.0,Yes,,1.0,Extrovert
10375,11.0,Yes,,1.0,Yes,,2.0,Introvert
10376,2.0,No,6.0,4.0,No,5.0,3.0,Extrovert
10377,1.0,No,9.0,4.0,No,6.0,,Extrovert
10378,0.0,No,7.0,4.0,No,9.0,3.0,Extrovert
10379,9.0,Yes,4.0,0.0,Yes,4.0,0.0,Introvert
10380,3.0,No,8.0,6.0,No,,9.0,Extrovert
10381,2.0,No,6.0,5.0,No,11.0,5.0,Extrovert
10382,2.0,No,4.0,,No,5.0,6.0,Extrovert
10383,2.0,No,5.0,6.0,No,14.0,3.0,Extrovert
10384,0.0,No,5.0,,No,9.0,8.0,Extrovert
10385,3.0,,9.0,5.0,No,12.0,6.0,Extrovert
10386,10.0,Yes,2.0,0.0,,5.0,1.0,Introvert
10387,,No,8.0,5.0,No,8.0,6.0,Extrovert
10388,2.0,,5.0,6.0,No,11.0,9.0,Extrovert
10389,2.0,No,,5.0,No,12.0,6.0,Extrovert
10390,2.0,No,9.0,5.0,No,4.0,9.0,Extrovert
10391,1.0,Yes,0.0,0.0,Yes,1.0,0.0,Introvert
10392,2.0,No,,5.0,No,12.0,7.0,Extrovert
10393,8.0,Yes,0.0,0.0,Yes,2.0,,Introvert
10394,3.0,No,9.0,4.0,No,5.0,7.0,Extrovert
10395,3.0,No,5.0,4.0,No,6.0,10.0,Extrovert
10396,1.0,No,10.0,5.0,No,10.0,6.0,Extrovert
10397,2.0,,4.0,5.0,No,13.0,7.0,Extrovert
10398,,Yes,2.0,1.0,Yes,5.0,2.0,Introvert
10399,0.0,No,4.0,4.0,No,11.0,8.0,Extrovert
10400,10.0,No,7.0,,No,7.0,5.0,Extrovert
10401,1.0,No,9.0,7.0,No,,9.0,Extrovert
10402,2.0,,8.0,6.0,No,5.0,4.0,Extrovert
10403,2.0,No,3.0,6.0,No,7.0,8.0,Extrovert
10404,4.0,Yes,1.0,1.0,Yes,8.0,2.0,Introvert
10405,3.0,No,4.0,4.0,No,14.0,6.0,Extrovert
10406,0.0,No,9.0,4.0,No,11.0,6.0,Extrovert
10407,0.0,,4.0,7.0,No,7.0,3.0,Extrovert
10408,3.0,No,9.0,6.0,No,7.0,4.0,Extrovert
10409,2.0,,9.0,5.0,No,10.0,6.0,Extrovert
10410,3.0,No,6.0,3.0,No,12.0,10.0,Extrovert
10411,10.0,Yes,0.0,2.0,Yes,,0.0,Introvert
10412,9.0,Yes,2.0,,Yes,0.0,1.0,Introvert
10413,,Yes,2.0,2.0,Yes,0.0,0.0,Introvert
10414,2.0,No,3.0,3.0,No,12.0,9.0,Extrovert
10415,,No,4.0,5.0,No,6.0,8.0,Extrovert
10416,4.0,No,9.0,4.0,No,5.0,8.0,Extrovert
10417,0.0,No,6.0,7.0,No,6.0,10.0,Extrovert
10418,7.0,Yes,3.0,3.0,Yes,1.0,1.0,Introvert
10419,0.0,No,10.0,3.0,No,10.0,7.0,Extrovert
10420,0.0,No,6.0,3.0,No,5.0,5.0,Extrovert
10421,0.0,No,7.0,5.0,No,10.0,,Extrovert
10422,0.0,No,6.0,4.0,No,,3.0,Extrovert
10423,3.0,No,3.0,7.0,No,13.0,3.0,Extrovert
10424,3.0,No,10.0,,No,10.0,9.0,Extrovert
10425,4.0,Yes,3.0,2.0,Yes,4.0,0.0,Introvert
10426,2.0,No,5.0,7.0,No,5.0,,Extrovert
10427,1.0,No,6.0,5.0,No,15.0,7.0,Introvert
10428,0.0,No,5.0,,No,14.0,8.0,Extrovert
10429,2.0,No,7.0,6.0,No,6.0,5.0,Extrovert
10430,3.0,,,6.0,No,8.0,5.0,Extrovert
10431,10.0,Yes,2.0,2.0,Yes,,1.0,Introvert
10432,0.0,No,6.0,3.0,No,,6.0,Extrovert
10433,3.0,No,9.0,6.0,No,9.0,4.0,Extrovert
10434,0.0,Yes,0.0,0.0,Yes,1.0,0.0,Introvert
10435,3.0,No,8.0,6.0,No,,8.0,Extrovert
10436,1.0,No,8.0,6.0,,10.0,5.0,Extrovert
10437,1.0,No,7.0,6.0,No,5.0,6.0,Extrovert
10438,4.0,,3.0,1.0,Yes,5.0,0.0,Introvert
10439,2.0,No,6.0,7.0,No,12.0,3.0,Extrovert
10440,11.0,Yes,3.0,2.0,Yes,5.0,1.0,Introvert
10441,2.0,No,6.0,3.0,No,10.0,,Extrovert
10442,0.0,No,7.0,,No,6.0,8.0,Extrovert
10443,,No,5.0,3.0,No,,9.0,Extrovert
10444,2.0,No,7.0,7.0,No,8.0,4.0,Extrovert
10445,1.0,No,6.0,7.0,No,10.0,4.0,Extrovert
10446,4.0,No,5.0,5.0,No,13.0,5.0,Extrovert
10447,0.0,No,7.0,5.0,No,13.0,3.0,Extrovert
10448,11.0,,3.0,1.0,Yes,3.0,1.0,Introvert
10449,8.0,,2.0,0.0,Yes,2.0,2.0,Introvert
10450,,Yes,0.0,3.0,Yes,4.0,3.0,Introvert
10451,3.0,No,5.0,7.0,No,11.0,6.0,Extrovert
10452,6.0,Yes,3.0,1.0,Yes,5.0,3.0,Introvert
10453,6.0,Yes,2.0,3.0,Yes,5.0,1.0,Introvert
10454,1.0,,6.0,5.0,No,6.0,6.0,Extrovert
10455,,No,9.0,3.0,No,8.0,9.0,Extrovert
10456,3.0,,9.0,6.0,No,12.0,5.0,Extrovert
10457,2.0,No,8.0,5.0,No,5.0,6.0,Extrovert
10458,1.0,,6.0,5.0,No,,9.0,Extrovert
10459,10.0,Yes,3.0,2.0,Yes,4.0,,Introvert
10460,1.0,No,10.0,5.0,No,10.0,8.0,Extrovert
10461,,Yes,0.0,2.0,Yes,1.0,3.0,Introvert
10462,2.0,No,7.0,,No,11.0,7.0,Extrovert
10463,2.0,No,5.0,7.0,No,11.0,3.0,Extrovert
10464,4.0,Yes,1.0,,Yes,5.0,2.0,Introvert
10465,0.0,No,6.0,,No,6.0,4.0,Extrovert
10466,2.0,No,8.0,3.0,No,13.0,3.0,Extrovert
10467,4.0,Yes,2.0,3.0,Yes,2.0,3.0,Introvert
10468,9.0,Yes,0.0,1.0,Yes,,1.0,Introvert
10469,2.0,No,3.0,3.0,No,6.0,7.0,Extrovert
10470,2.0,No,5.0,6.0,No,5.0,6.0,Extrovert
10471,2.0,No,7.0,7.0,No,9.0,7.0,Extrovert
10472,6.0,Yes,3.0,1.0,Yes,5.0,,Introvert
10473,0.0,No,5.0,4.0,No,14.0,5.0,Extrovert
